sedol,aims,annual_charge,annual_saving,bid_price,citicode,closed_fund,company_id,company_name,cost_segment,full_description,fund_name,fund_size,historic_yield,holding_fee,icvc,initial_charge,initial_commission,initial_saving,is_oeic,isaable,kiid,launch_currency,launchdate,lsmininv,lump_sum_min_inv,net_annual_charge,num_holdings,offer_price,other_expenses,payment_frequency,payment_type,percent_change,perf0t12m,perf120m,perf12m,perf12t24m,perf24t36m,perf36m,perf36t48m,perf3m,perf48t60m,perf60m,perf6m,reg_saver,reg_saver_min_inv,sector_id,sector_name,sicav,sippable,total_expenses,tracker,unit_type,update_time,updated,valuation_frequency,fund_yield,Wealth150
BMTC679,N/A,0.51,0.0,9470.0,E51J,0,84806,BlueBay,6,BlueBay Global Investment Grade Corporate Bond (Q),BlueBay Global Investment Grade Corporate Bond (Class Q),1871.9,0.0,0.0,0,0.0,0.0,0.0,0,1,0,USD,2002-12-04,100.0,100.0,0.51,274.0,9470.0,0.11,N/a,No income,0.5,5.84,0.0,5.84,8.08,-5.79,7.76,-9.86,-0.97,10.62,7.46,0.37,1,25.0,48,Unclassified,1,1,0.51,0,Income,2025-05-28,2025-05-27,Daily,0.0,0
BP6HHK8,N/A,0.51,0.0,11781.0,P28C,0,84806,BlueBay,6,BlueBay Global Investment Grade Corporate Bond (Q),BlueBay Global Investment Grade Corporate Bond (Class Q),1871.9,0.0,0.0,0,0.0,0.0,0.0,0,1,0,USD,2002-12-04,100.0,100.0,0.51,274.0,11781.0,0.11,N/a,No income,0.5,5.83,0.0,5.83,8.11,-5.78,7.8,-9.86,-0.96,10.62,7.49,0.37,1,25.0,48,Unclassified,1,1,0.51,0,Accumulation,2025-05-28,2025-05-27,Daily,0.0,0
BSCC2C5,,0.44,0.0,11009.0,AW7FC,0,84806,BlueBay,1,BlueBay Impact-Aligned Bond (S),BlueBay Impact-Aligned Bond (Class S),0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,,0000-00-00,100.0,100.0,0.44,0.0,11009.0,0.14,N/a,Dividend,0.44,5.7,0.0,5.7,0.0,0.0,0.0,0.0,-1.04,0.0,0.0,0.73,1,25.0,106,Global Bonds,0,1,0.44,0,Accumulation,2025-05-28,2025-05-27,Daily,0.0,0
BSCC2D6,,0.44,0.0,10352.0,AZGCO,0,84806,BlueBay,1,BlueBay Impact-Aligned Bond (S),BlueBay Impact-Aligned Bond (Class S),0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,,0000-00-00,100.0,100.0,0.44,0.0,10352.0,0.14,N/a,Dividend,0.45,5.67,0.0,5.67,0.0,0.0,0.0,0.0,-1.04,0.0,0.0,0.7,1,25.0,106,Global Bonds,0,1,0.44,0,Income,2025-05-28,2025-05-27,Daily,0.0,0
BPSJT84,N/A,0.46,0.0,9032.0,LMKV,0,84806,BlueBay,6,BlueBay Investment Grade Corporate Bond (Class S),BlueBay Investment Grade Corporate Bond (Class S),1871.9,0.0,0.0,0,0.0,0.0,0.0,0,1,0,USD,2002-12-04,100.0,100.0,0.46,274.0,9032.0,0.11,N/a,No income,0.5,5.89,0.0,5.89,8.13,-5.72,7.95,0.0,-0.95,0.0,0.0,0.39,1,25.0,48,Unclassified,1,1,0.46,0,Income,2025-05-28,2025-05-27,Daily,0.0,0
BSCC2H0,,0.51,0.0,11453.0,AXWV1,0,84806,BlueBay,6,BlueBay Investment Grade Financials Plus Bond (S),BlueBay Investment Grade Financials Plus Bond (Class S),0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,,0000-00-00,100.0,100.0,0.51,0.0,11453.0,0.16,N/a,Dividend,0.36,7.13,0.0,7.13,0.0,0.0,0.0,0.0,-0.38,0.0,0.0,2.08,1,25.0,48,Unclassified,0,1,0.51,0,Accumulation,2025-05-28,2025-05-27,Daily,0.0,0
BSCC2J2,,0.51,0.0,10650.0,ATUXC,0,84806,BlueBay,6,BlueBay Investment Grade Financials Plus Bond (S),BlueBay Investment Grade Financials Plus Bond (Class S),0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,,0000-00-00,100.0,100.0,0.51,0.0,10650.0,0.16,N/a,Dividend,0.35,7.1,0.0,7.1,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,2.07,1,25.0,48,Unclassified,0,1,0.51,0,Income,2025-05-28,2025-05-27,Daily,0.0,0
BNNW4J0,,0.36,0.0,11027.0,H5SB,0,84806,BlueBay,1,BlueBay Investment Grade Global Government Bd (Q),BlueBay Investment Grade Global Government Bond (Class Q),0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,,0000-00-00,100.0,100.0,0.36,0.0,11027.0,0.11,N/a,Dividend,0.56,3.79,0.0,3.79,0.0,0.0,0.0,0.0,-1.03,0.0,0.0,-0.41,0,0.0,106,Global Bonds,0,1,0.36,0,Accumulation,2025-05-28,2025-05-27,Daily,0.0,0
BSCC2B4,,0.36,0.0,10001.0,AU84F,0,84806,BlueBay,1,BlueBay Investment Grade Global Government Bd (Q),BlueBay Investment Grade Global Government Bond (Class Q),0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,,0000-00-00,100.0,100.0,0.36,0.0,10001.0,0.11,N/a,Dividend,0.56,3.76,0.0,3.76,0.0,0.0,0.0,0.0,-1.03,0.0,0.0,-0.43,0,0.0,106,Global Bonds,0,1,0.36,0,Income,2025-05-28,2025-05-27,Daily,0.0,0
BNNW4Q7,,0.31,0.0,10061.0,VZ9H,0,84806,BlueBay,6,BlueBay Investment Grade Global Government Bd (S),BlueBay Investment Grade Global Government Bond (Class S),0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,,0000-00-00,100.0,100.0,0.31,0.0,10061.0,0.11,N/a,Dividend,0.57,3.83,0.0,3.83,3.58,0.0,0.0,0.0,-1.01,0.0,0.0,-0.39,1,25.0,48,Unclassified,0,1,0.31,0,Income,2025-05-28,2025-05-27,Daily,0.0,0
BMD5395,"To generate a return through a combination of income and capital returns, whilst taking environmental, social and governance (""ESG"") factors into account.",0.5,0.0,107.23,T5US,0,2673,BNY Mellon,1,BNY Mellon - Responsib Hori Strat Bond (Class U),BNY Mellon Responsible Horizons Strategic Bond (Class U),90.3,0.0,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.5,278.0,107.23,0.1,Quarterly,Interest,0.26,9.02,0.0,9.02,10.49,-1.73,18.37,0.0,-0.21,0.0,0.0,1.93,1,25.0,152,GBP Strategic Bond,0,1,0.5,0,Accumulation,2025-05-28,2025-05-28,Daily,5.22,0
BMD53B7,"To generate a return through a combination of income and capital returns, whilst taking environmental, social and governance (""ESG"") factors into account.",0.5,0.0,93.30000000000001,VTQZ,0,2673,BNY Mellon,1,BNY Mellon - Responsib Hori Strat Bond (Class U),BNY Mellon Responsible Horizons Strategic Bond (Class U),90.3,0.0,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.5,278.0,93.30000000000001,0.1,Quarterly,Interest,0.26,9.02,0.0,9.02,10.48,-1.72,18.38,0.0,-0.22,0.0,0.0,1.94,1,25.0,152,GBP Strategic Bond,0,1,0.5,0,Income,2025-05-28,2025-05-28,Daily,5.22,0
B8KPW26,The objective of the Sub-Fund is to achieve income together with long-term capital growth predominantly through investments in securities in Asia Pacific ex Japan (including Australia & New Zealand) region.  The Sub-Fund may also invest in collective investment schemes.,0.87,0.13,139.18,GP1F,0,2673,BNY Mellon,1,BNY Mellon Asian Income(Class W),BNY Mellon Asian Income (Class W),691.3,3.66,0.0,1,0.0,0.0,0.0,0,1,1,GBP,2005-11-30,100.0,100.0,0.74,44.0,139.18,0.12,Quarterly,Dividend,0.32,6.2,0.0,6.2,5.93,1.48,14.17,3.59,0.05,25.1,47.95,-0.6,1,25.0,121,Asia Pacific Ex Japan,0,1,0.87,0,Income,2025-05-28,2025-05-28,Daily,3.66,0
B8KT3V4,The objective of the Sub-Fund is to achieve income together with long-term capital growth predominantly through investments in securities in Asia Pacific ex Japan (including Australia & New Zealand) region.  The Sub-Fund may also invest in collective investment schemes.,0.87,0.13,233.80999999999997,GP1G,0,2673,BNY Mellon,1,BNY Mellon Asian Income(Class W),BNY Mellon Asian Income (Class W),691.3,3.66,0.0,1,0.0,0.0,0.0,0,1,1,GBP,2005-11-30,100.0,100.0,0.74,44.0,233.80999999999997,0.12,Quarterly,Dividend,0.31,6.2,0.0,6.2,5.92,1.49,14.17,3.59,0.04,25.1,47.95,-0.6,1,25.0,121,Asia Pacific Ex Japan,0,1,0.87,0,Accumulation,2025-05-28,2025-05-28,Daily,3.66,0
B8GBZY1,"The objective of the Sub-Fund is to achieve capital growth by investing in securities predominantly in Asian and Pacific markets including Australia and New Zealand but excluding Japan. The Sub-Fund may also invest in
collective investment schemes.",0.96,0.075,202.5,GQ4L,0,2673,BNY Mellon,2,BNY Mellon Asian Opportunities (Class W),BNY Mellon Asian Opportunities (Class W),72.3,0.75,0.0,1,0.0,0.0,0.0,0,1,1,GBP,1990-11-30,100.0,100.0,0.885,44.0,202.5,0.21,Annually,Dividend,0.54,4.89,0.0,4.89,0.04,3.51,8.61,-15.97,-2.09,49.75,36.67,-2.88,1,25.0,121,Asia Pacific Ex Japan,0,1,0.96,0,Income,2025-05-28,2025-05-28,Daily,0.75,0
B8GJF67,"The objective of the Sub-Fund is to achieve capital growth by investing in securities predominantly in Asian and Pacific markets including Australia and New Zealand but excluding Japan. The Sub-Fund may also invest in
collective investment schemes.",0.96,0.075,224.82000000000002,GQ4M,0,2673,BNY Mellon,2,BNY Mellon Asian Opportunities (Class W),BNY Mellon Asian Opportunities (Class W),72.3,0.75,0.0,1,0.0,0.0,0.0,0,1,1,GBP,1990-11-30,100.0,100.0,0.885,44.0,224.82000000000002,0.21,Annually,Dividend,0.54,4.88,0.0,4.88,0.05,3.51,8.62,-15.98,-2.1,49.74,36.65,-2.88,1,25.0,121,Asia Pacific Ex Japan,0,1,0.96,0,Accumulation,2025-05-28,2025-05-28,Daily,0.75,0
BHPRPJ8,"To achieve long-term capital growth by primarily investing in digital assets companies (see also ""Blockchain Innovation Companies"" defined below).",0.9,0.0,1.515,Q1Q2,0,2673,BNY Mellon,6,BNY Mellon Blockchain Innovation (Class W),BNY Mellon Blockchain Innovation (Class W),33.0,0.79,0.0,1,5.0,0.0,5.0,0,1,1,,0000-00-00,100.0,100.0,0.9,32.0,1.515,0.2,Annually,Dividend,1.92,6.86,0.0,6.86,17.79,0.16,26.08,-30.55,-2.7,40.71,23.21,-2.76,1,25.0,48,Unclassified,0,1,0.9,0,Accumulation,2025-05-28,2025-05-27,Daily,0.79,0
B90P308,The Sub-Fund aims to achieve long-term capital growth through investment primarily (meaning at least three-quarters of the Sub-Funds total assets) in a portfolio of equity and equity-related securities of companies having their registered office in Brazil or carrying out a preponderant part of their activities in Brazil.,1.22,0.0,146.5,I3LH,0,2673,BNY Mellon,5,BNY Mellon Brazil Equity (Class W),BNY Mellon Brazil Equity (Class W),25.2,7.49,0.0,1,0.0,0.0,0.0,0,1,1,USD,2007-08-31,100.0,100.0,1.22,0.0,146.5,0.47,Annually,Dividend,2.15,2.1,0.0,2.1,8.4,-11.14,-1.66,14.04,13.08,18.53,32.93,12.03,1,25.0,129,Specialist,0,1,1.22,0,Accumulation,2025-05-28,2025-05-27,Daily,7.49,0
BMYM6D0,To provide similar performance and levels of volatility as the Benchmark (detailed below) over the medium to long-term before fees and expenses.,0.33,0.0,116.58999999999999,T7QR,0,2673,BNY Mellon,6,BNY Mellon Efficient Global H-Y Beta (W Hdg),BNY Mellon Efficient Global High Yield Beta (Class W Hdg),407.5,5.42,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.33,6.0,116.58999999999999,0.13,Quarterly,Dividend,0.47,7.7,0.0,7.7,11.38,-1.84,17.76,-7.84,-0.32,0.0,0.0,1.63,1,25.0,48,Unclassified,0,1,0.33,0,Accumulation,2025-05-28,2025-05-27,Daily,5.42,0
BMYM6F2,To provide similar performance and levels of volatility as the Benchmark (detailed below) over the medium to long-term before fees and expenses.,0.33,0.0,88.61,VAX4,0,2673,BNY Mellon,6,BNY Mellon Efficient Global H-Y Beta (W Hdg),BNY Mellon Efficient Global High Yield Beta (Class W Hdg),407.5,5.42,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.33,6.0,88.61,0.13,Quarterly,Dividend,0.47,7.71,0.0,7.71,11.37,-1.79,17.81,-7.85,-0.32,0.0,0.0,1.63,1,25.0,48,Unclassified,0,1,0.33,0,Income,2025-05-28,2025-05-27,Daily,5.42,0
B5MQD78,"The Sub-Fund aims to generate a total return comprised of income and capital growth by investing primarily in corporate debt, and corporate debt-related instruments issued by emerging markets issuers worldwide and in financial derivative instruments relating to such instruments.",0.77,0.0,15741.0,GM4Q,0,2673,BNY Mellon,2,BNY Mellon Emerg Markets Corp Debt (Class W Hgd),BNY Mellon Emerging Markets Corporate Debt (Class W Hedged),266.0,4.51,0.0,0,0.0,0.0,0.0,1,1,1,USD,2012-01-31,100.0,100.0,0.77,297.0,15741.0,0.12,Quarterly,Dividend,0.29,6.71,0.0,6.71,11.31,-2.01,16.4,-15.43,-0.43,15.15,13.35,1.66,1,25.0,156,Global Emerging Markets Bond,0,1,0.77,0,Accumulation,2025-05-28,2025-05-28,Daily,4.51,0
BD9PY59,"The Sub-Fund aims to generate a total return in excess of the
benchmark",0.72,0.0,95.6,OG5L,0,2673,BNY Mellon,2,BNY Mellon Emerg Mrkts Debt Total Return (Class W),BNY Mellon Emerging Markets Debt Total Return (Class W Hedged,29.6,6.44,0.0,1,0.0,0.0,0.0,0,1,1,USD,2017-11-12,100.0,100.0,0.72,152.0,95.6,0.17,Quarterly,Dividend,0.21,6.87,0.0,6.87,12.13,0.68,20.65,-21.92,1.13,10.8,4.38,2.79,0,0.0,156,Global Emerging Markets Bond,0,1,0.72,0,Accumulation,2025-05-28,2025-05-27,Daily,6.44,0
B8GGF46,The objective of the Sub-Fund is to achieve income together with long-term capital growth predominantly through investments in a diversified portfolio of securities in global emerging markets. The Sub-Fund may from time to time hold a concentrated portfolio because of its investments in a limited number of securities.,0.92,0.2,164.42000000000002,GVED,0,2673,BNY Mellon,1,BNY Mellon Emerging Income (Class W),BNY Mellon Emerging Income (Class W),96.5,3.82,0.0,1,0.0,0.0,0.0,0,1,1,GBP,2012-10-04,100.0,100.0,0.72,45.0,164.42000000000002,0.17,Quarterly,Dividend,0.53,-0.59,0.0,-0.59,5.14,2.9,7.55,8.96,1.36,25.38,46.92,-0.96,1,25.0,112,Global Emerging Markets,0,1,0.92,0,Accumulation,2025-05-28,2025-05-28,Daily,3.82,0
B8HMC86,The objective of the Sub-Fund is to achieve income together with long-term capital growth predominantly through investments in a diversified portfolio of securities in global emerging markets. The Sub-Fund may from time to time hold a concentrated portfolio because of its investments in a limited number of securities.,0.92,0.2,100.59,GTLS,0,2673,BNY Mellon,1,BNY Mellon Emerging Income (Class W),BNY Mellon Emerging Income (Class W),96.5,3.82,0.0,1,0.0,0.0,0.0,0,1,1,GBP,2012-10-04,100.0,100.0,0.72,45.0,100.59,0.17,Quarterly,Dividend,0.54,-0.6,0.0,-0.6,5.14,2.91,7.56,8.96,1.35,25.37,46.92,-0.96,1,25.0,112,Global Emerging Markets,0,1,0.92,0,Income,2025-05-28,2025-05-28,Daily,3.82,0
BQH86S8,To achieve capital growth and potential for income over the long term (5 years or more) while being managed to a pre-defined level of risk. The Fund will aim to maintain a risk profile classification of 3 from a scale of 1 (lowest) to 10 (highest) which is assessed against the risk ratings scale provided by an external third party risk rating agency.,0.52,0.0,110.88,S9PW,0,2673,BNY Mellon,2,BNY Mellon FutureLegacy 3 (Institutional Class W),BNY Mellon FutureLegacy 3 (Institutional Class W),24.7,3.34,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.52,188.0,110.88,0.07,Quarterly,Dividend,0.29,4.29,0.0,4.29,6.53,0.0,0.0,0.0,-0.86,0.0,0.0,0.46,1,25.0,157,Volatility Managed,0,1,0.52,0,Accumulation,2025-05-28,2025-05-28,Daily,3.34,0
BQH8893,To achieve capital growth and potential for income over the long term (5 years or more) while being managed to a pre-defined level of risk. The Fund will aim to maintain a risk profile classification of 3 from a scale of 1 (lowest) to 10 (highest) which is assessed against the risk ratings scale provided by an external third party risk rating agency.,0.52,0.0,103.08,RSZC,0,2673,BNY Mellon,2,BNY Mellon FutureLegacy 3 (Institutional Class W),BNY Mellon FutureLegacy 3 (Institutional Class W),24.7,3.34,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.52,188.0,103.08,0.07,Quarterly,Dividend,0.28,4.3,0.0,4.3,6.52,0.0,0.0,0.0,-0.85,0.0,0.0,0.47,1,25.0,157,Volatility Managed,0,1,0.52,0,Income,2025-05-28,2025-05-28,Daily,3.34,0
BQH88J3,To achieve capital growth and potential for income over the long term (5 years or more) while being managed to a pre-defined level of risk. The Fund will aim to maintain a risk profile classification of 4 from a scale of 1 (lowest) to 10 (highest) which is assessed against the risk ratings scale provided by an external third party risk rating agency.,0.52,0.0,113.02000000000001,RTR5,0,2673,BNY Mellon,2,BNY Mellon FutureLegacy 4 (Institutional Class W),BNY Mellon FutureLegacy 4 (Institutional Class W),41.1,2.96,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.52,190.0,113.02000000000001,0.07,Quarterly,Dividend,0.43,4.96,0.0,4.96,8.11,0.0,0.0,0.0,-1.32,0.0,0.0,-0.12,1,25.0,157,Volatility Managed,0,1,0.52,0,Accumulation,2025-05-28,2025-05-28,Daily,2.96,0
BQH88K4,To achieve capital growth and potential for income over the long term (5 years or more) while being managed to a pre-defined level of risk. The Fund will aim to maintain a risk profile classification of 4 from a scale of 1 (lowest) to 10 (highest) which is assessed against the risk ratings scale provided by an external third party risk rating agency.,0.52,0.0,105.89999999999999,BZUS,0,2673,BNY Mellon,2,BNY Mellon FutureLegacy 4 (Institutional Class W),BNY Mellon FutureLegacy 4 (Institutional Class W),41.1,2.96,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.52,190.0,105.89999999999999,0.07,Quarterly,Dividend,0.44,4.96,0.0,4.96,8.09,0.0,0.0,0.0,-1.32,0.0,0.0,-0.13,1,25.0,157,Volatility Managed,0,1,0.52,0,Income,2025-05-28,2025-05-28,Daily,2.96,0
BQH88S2,"The Fund will: - invest in a portfolio of UK and international securities; - typically, in normal market conditions, maintain an exposure to equities (through physical and derivative exposure) of between 40%-80% of the Funds net asset value which in the Investment Managers view is consistent with its risk profile; - invest in companies and sovereign issuers that meet the Investment Managers sustainability criteria, where environmental, social and governance (""ESG"") considerations are an integral part of the criteria. The Investment Managers sustainability criteria exclude companies that participate in certain activities and involve other general and company level ESG-related analysis of a companys activities. More information on the Investment Managers sustainability criteria can be found in the Prospectus and on the ACDs website at www.bnymellonim.com/orl; - follow a broad multi-asset portfolio approach (e.g. company shares (i.e. equities) and similar investments, bonds and similar debt investments and cash); - invest in bonds, issued by governments and companies, with high and low credit ratings (i.e. investment grade and/or sub-investment grade bonds as rated by Standard and Poors or similar agencies); - be actively managed typically by using forward-looking expectations of volatility. The Investment Manager uses its own internal risk model, whilst also considering external independent risk profiling methodologies. Based on a risk profile scale of 1 (lowest) to 10 (highest), the Fund will be targeting a risk profile of 5, but this is not guaranteed; - This risk profile is not the same as the risk and reward category shown below. The risk profile of the Fund is currently assessed against the risk ratings scale provided by Dynamic Planner, but is subject to change at the ACDs discretion; - invest in derivatives (financial instruments whose value is derived from other assets) to help achieve the Funds investment objective. The Fund will also use derivatives with the aim of risk or cost reduction or to generate additional capital or income; and - limit investment in other collective investment schemes (including but not limited to another sub-fund or sub-funds of the Company) to 10% of the Funds net asset value in aggregate. The Fund may: - invest more than 35% of its net asset value in government and public securities issued or guaranteed by a single state, local authority or public international body; - invest up to 10% of its net asset value in contingent convertible securities (CoCos); - allocate up to 8.5% of its net asset value to alternative risk premia strategies. Such strategies seek to gain exposure to risk premia (the return or reward an investor earns to bear risk) through instruments such as structured notes, derivative instruments and collective investment schemes; - invest in emerging markets; and - invest significantly in cash and cash-like investments.",0.52,0.0,115.28,X9XG,0,2673,BNY Mellon,2,BNY Mellon FutureLegacy 5 (Institutional Class W),BNY Mellon FutureLegacy 5 (Institutional Class W),49.9,2.65,0.0,1,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.52,193.0,115.28,0.07,Quarterly,Dividend,0.62,5.62,0.0,5.62,9.78,0.0,0.0,0.0,-1.94,0.0,0.0,-0.62,1,25.0,157,Volatility Managed,0,1,0.52,0,Accumulation,2025-05-28,2025-05-28,Daily,2.65,0
